name,id,class,mass,fall,year,reclat,reclong
Soroti,23671,"Iron, ungrouped",2050.0,Fell,1945,1.7,33.63333
St. Caprais-de-Quinsac,23081,L6,360.0,Fell,1883,44.75,0.05
St. Christophe-la-Chartreuse,23082,L6,5500.0,Fell,1841,46.95,-1.5
St. Denis Westrem,23083,L6,700.0,Fell,1855,51.05,3.75
St. Germain-du-Pinel,23087,H6,4000.0,Fell,1890,48.01667,-1.15
St. Louis,23089,H4,1000.0,Fell,1950,38.7,-90.23333
St. Mark's,23090,EH5,13780.0,Fell,1903,-32.01667,27.41667
St. Mary's County,23091,LL3.3,24.3,Fell,1919,38.16667,-76.38333
St. Mesmin,23092,LL6,8300.0,Fell,1866,48.45,3.93333
St. Michel,23093,L6,17000.0,Fell,1910,61.65,27.2
St.-Chinian,23097,L6,134.3,Fell,1959,43.43333,2.95
Ställdalen,23712,H5,34000.0,Fell,1876,59.93333,14.95
Stannern,23713,Eucrite-mmict,52000.0,Fell,1808,49.28333,15.56667
Stavropol,23717,L6,1500.0,Fell,1857,45.05,41.98333
Ste. Marguerite,23099,H4,4960.0,Fell,1962,50.76667,3.0
Sterlitamak,23724,"Iron, IIIAB",325000.0,Fell,1990,53.66667,55.98333
Stolzenau,23726,Stone-uncl,,Fell,1647,52.53333,9.05
Stratford,23728,L6,50.0,Fell,1974,41.2,-73.13333
Strathmore,23729,L6,13400.0,Fell,1917,56.58333,-3.25
Stretchleigh,23732,Stone-uncl,10400.0,Fell,1623,50.38333,-3.95
St-Robert,23733,H5,25400.0,Fell,1994,45.96861,-72.97806
Success,23736,L6,3500.0,Fell,1924,36.48333,-90.66667
Suchy Dul,23737,L6,815.3,Fell,1969,50.53806,16.26333
Suizhou,23738,L6,260000.0,Fell,1986,31.61667,113.46667
Sulagiri,48951,LL6,110000.0,Fell,2008,12.66667,78.03333
Sultanpur,23741,L/LL6,1710.5,Fell,1916,25.93333,84.28333
Sungach,23745,H5,637.0,Fell,1935,44.86667,133.16667
Supuhee,23760,H6,7235.0,Fell,1865,26.71667,84.21667
Sutter's Mill,55529,C,992.5,Fell,2012,38.80389,-120.90806
Sylacauga,23773,H4,5560.0,Fell,1954,33.18836,-86.2945
Tabor,23776,H5,7540.0,Fell,1753,49.4,14.65
Tadjera,23778,L5,9000.0,Fell,1867,36.18333,5.41667
Tagish Lake,23782,C2-ung,10000.0,Fell,2000,59.70444,-134.20139
Tahara,23784,H4/5,1000.0,Fell,1991,34.72,137.305
Takenouchi,23789,H5,720.0,Fell,1880,35.38333,134.9
Tambakwatu,23795,L6,10500.0,Fell,1975,-7.75,112.76667
Tamdakht,48691,H5,100000.0,Fell,2008,31.16333,-7.015
Tané,23801,L5,905.0,Fell,1918,35.43333,136.23333
Taonan,23873,L5,3850.0,Fell,1965,45.4,122.9
Tatahouine,23884,Diogenite,12000.0,Fell,1931,32.95,10.41667
Tathlith,23885,L6,2500.0,Fell,1967,19.38333,43.73333
Tauk,23887,L6,6000.0,Fell,1929,35.13333,44.45
Tauti,23888,L6,21000.0,Fell,1937,46.71667,23.5
Tenham,23897,L6,160000.0,Fell,1879,-25.73333,142.95
Tennasilm,23898,L4,28500.0,Fell,1872,58.03333,26.95
Thal,23908,H6,342.0,Fell,1950,33.4,70.6
Thika,54493,L6,14200.0,Fell,2011,-1.00278,37.15028
Thuathe,23976,H4/5,45300.0,Fell,2002,-29.33333,27.58333
Tianzhang,23984,H5,2232.0,Fell,1986,32.94667,118.99
Tieschitz,23989,H/L3.6,28000.0,Fell,1878,49.6,17.11667
Tilden,23998,L6,74800.0,Fell,1927,38.2,-89.68333
Tillaberi,23999,L6,3000.0,Fell,1970,14.25,1.53333
Timochin,24004,H5,65500.0,Fell,1807,54.5,35.2
Tirupati,24009,H6,230.0,Fell,1934,13.63333,79.41667
Tissint,54823,Martian (shergottite),7000.0,Fell,2011,29.48195,-7.61123
Tjabe,24011,H6,20000.0,Fell,1869,-7.08333,111.53333
Tjerebon,24012,L5,16500.0,Fell,1922,-6.66667,106.58333
Tomakovka,24019,LL6,600.0,Fell,1905,47.85,34.76667
Tomatlan,24020,H6,900.0,Fell,1879,20.16667,-105.21667
Tomita,24023,L,600.0,Fell,1916,34.5,133.75
Tomiya,24024,H4/5,27.5,Fell,1984,38.36667,140.86556
Tonk,24026,CI1,7.7,Fell,1911,24.65,76.86667
Torino,24029,H6,977.0,Fell,1988,45.06667,7.66667
Torrington,24032,H6,259.1,Fell,1944,42.06667,-104.16667
Toulouse,24036,H6,1030.0,Fell,1812,43.6,1.4
Tounkin,24037,OC,2000.0,Fell,1824,51.73333,102.53333
Tourinnes-la-Grosse,24038,L6,14500.0,Fell,1863,50.78333,4.76667
Trebbin,24042,LL6,1250.0,Fell,1988,52.21667,13.16667
Trenzano,24046,H3/4,11800.0,Fell,1856,45.46667,10.0
Treysa,24050,"Iron, IIIAB-an",63000.0,Fell,1916,50.91667,9.18333
Tromøy,24053,H,357.4,Fell,1950,58.47333,8.86667
Troup,24054,L6,1020.0,Fell,1917,32.16667,-95.1
Trysil,24057,L/LL6,640.0,Fell,1927,61.3,12.3
Tsukuba,24059,H5-6,800.0,Fell,1996,36.06333,140.145
Tuan Tuc,24060,L6,13100.0,Fell,1921,9.66667,105.66667
Tugalin-Bulen,24062,H6,10000.0,Fell,1967,45.46667,105.38333
Tulung Dzong,24071,Stone-uncl,,Fell,1944,30.0,90.75
Turtle Lake,47343,L5,89.3,Fell,1996,45.34583,-92.05167
Tuxtuac,24086,LL5,30000.0,Fell,1975,21.66667,-103.36667
Tysnes Island,24094,H4,19860.0,Fell,1884,60.0,5.61667
Tyumen,24095,Iron,750.0,Fell,1903,57.16667,65.53333
Uberaba,24096,H5,40000.0,Fell,1903,-19.81667,-48.78333
Ucera,24097,H5,4590.0,Fell,1970,11.05,-69.85
Uchkuduk,24098,L6,1000.0,Fell,1989,41.76667,62.51667
Udei Station,24101,"Iron, IAB-ung",103000.0,Fell,1927,7.95,8.08333
Uden,24103,LL7,710.0,Fell,1840,51.65,5.61667
Udipi,24104,H5,3600.0,Fell,1866,13.48333,74.78333
Ufana,24106,EL6,189.2,Fell,1957,-4.26667,35.35
Ulmiz,24108,L,76.5,Fell,1926,46.93333,7.21667
Umbala,24112,LL5,100.0,Fell,1822,30.33333,76.33333
Umm Ruaba,24118,L5,1700.0,Fell,1966,13.46667,31.21667
Undulung,24121,L4,113.4,Fell,1986,66.13889,124.76667
Unkoku,24123,OC,1000.0,Fell,1924,34.8,127.0
Urasaki,24129,Stone-uncl,1500.0,Fell,1926,34.48333,133.28333
Usti Nad Orlici,24132,L6,1269.0,Fell,1963,49.975,16.375
Utrecht,24135,L6,9700.0,Fell,1843,52.11667,5.18333
Utzenstorf,24136,H5,3422.0,Fell,1928,47.11667,7.55
Vago,24143,H6,40.0,Fell,1668,45.41667,11.13333
Valdavur,24144,H6,2799.0,Fell,1944,11.98333,79.75
Valdinizza,24145,L6,1004.0,Fell,1903,44.86667,9.15
Valdinoce,24146,Stone-uncl,,Fell,1495,44.06667,12.1
Valera,24149,L5,50000.0,Fell,1972,9.31667,-70.62833
Varre-Sai,53633,L5,2500.0,Fell,2010,-20.85001,-41.73356
Vavilovka,24154,LL6,1932.0,Fell,1876,46.15,32.83333
Vengerovo,24158,H5,10800.0,Fell,1950,56.13333,77.26667
Veramin,24162,Mesosiderite-B2,54000.0,Fell,1880,35.33333,51.63333
Verkhne Tschirskaia,24165,H5,8000.0,Fell,1843,48.41667,43.2
Vernon County,24168,H6,1500.0,Fell,1865,43.5,-91.16667
Vetluga,24169,Eucrite-mmict,750.0,Fell,1949,57.8,45.8
Vigarano,24174,CV3,15000.0,Fell,1910,44.85,11.4
Villalbeto de la Peña,24179,L6,3500.0,Fell,2004,42.8,-4.66667
Villarrica,24181,Stone-uncl,,Fell,1925,-25.83333,-56.5
Vilna,24183,L5,0.1,Fell,1967,54.225,-111.69167
Virba,24185,L6,3600.0,Fell,1873,43.53333,22.63333
Vishnupur,24187,LL4-6,2437.0,Fell,1906,23.1,87.43333
Vissannapeta,24188,Eucrite-cm,1303.8,Fell,1997,16.83333,80.75
Visuni,24189,H6,594.0,Fell,1915,25.45,70.0
Vouillé,24191,L6,20000.0,Fell,1831,46.63333,0.16667
Walters,24210,L6,28100.0,Fell,1946,34.33333,-98.3
Warrenton,24215,CO3.7,1600.0,Fell,1877,38.68333,-91.15
Washougal,24218,Howardite,225.0,Fell,1939,45.58333,-122.35
Werdama,47344,H5,4000.0,Fell,2006,32.79732,21.78713
Wessely,24244,H5,3750.0,Fell,1831,48.95,17.38333
Weston,24249,H4,150000.0,Fell,1807,41.266667,-73.266667
Wethersfield (1971),24250,L6,350.0,Fell,1971,41.7,-72.65
Wethersfield (1982),24251,L6,2756.0,Fell,1982,41.71056,-72.67361
Whetstone Mountains,49514,H5,2138.74,Fell,2009,31.96185,-110.434183
Wiluna,24281,H5,150000.0,Fell,1967,-26.59278,120.32833
Witklip Farm,24321,H5,22.0,Fell,1918,-26.0,30.0
Witsand Farm,24322,LL4,66.0,Fell,1932,-28.66667,18.91667
Wittekrantz,24323,L5,2200.0,Fell,1880,-32.5,23.0
Wolamo,24324,OC,166.4,Fell,1964,9.0,39.0
Wold Cottage,24325,L6,25000.0,Fell,1795,54.13667,-0.41333
Woolgorong,24334,L6,36000.0,Fell,1960,-27.75,115.83333
Worden,24337,L5,1551.0,Fell,1997,42.38467,-83.6115
Wuan,24340,H6,50000.0,Fell,1986,36.75,114.25
Wuzhi,24342,Stone-uncl,,Fell,1931,35.13333,113.33333
Xi Ujimgin,24345,L/LL6-an,5900.0,Fell,1980,44.66667,117.5
Xingyang,24346,H6,75500.0,Fell,1977,32.33333,114.31667
Yafa,24351,H5,5700.0,Fell,2000,13.71111,45.17
Yambo,30345,H5,4.0,Fell,1951,1.0,22.5
Yangchiang,30348,H5,20000.0,Fell,1954,21.83333,111.83333
Yanzhuang,30350,H6,3500.0,Fell,1990,24.56667,114.16667
Yardymly,30352,"Iron, IAB complex",150200.0,Fell,1959,38.93333,48.25
Yatoor,30358,H5,13600.0,Fell,1852,14.3,79.76667
Yonozu,30366,H4/5,31650.0,Fell,1837,37.75,139.0
Yorktown (New York),30370,L5,250.0,Fell,1869,41.28333,-73.81667
Yoshiki,30372,Stone-uncl,0.1,Fell,1928,34.16667,131.45
Yukan,30377,LL6,4800.0,Fell,1931,28.71667,116.61667
Yurtuk,30378,Howardite,1472.0,Fell,1936,47.31667,35.36667
Zaborzika,30379,L6,3867.0,Fell,1818,50.28333,27.68333
Zabrodje,30380,L6,3000.0,Fell,1893,55.18333,27.91667
Zag,30384,H3-6,175000.0,Fell,1998,27.33333,-9.33333
Zagami,30386,Martian (shergottite),18000.0,Fell,1962,11.73333,7.08333
Zaisan,30388,H5,463.0,Fell,1963,47.5,83.0
Zaisho,30389,"Pallasite, PMG-an",330.0,Fell,1898,33.7,133.8
Zaoyang,30391,H5,14250.0,Fell,1984,32.3,112.75
Zavetnoe,30395,L6,800.0,Fell,1952,47.13333,43.9
Zavid,30396,L6,95000.0,Fell,1897,44.4,19.11667
Zebrak,30397,H5,2000.0,Fell,1824,49.88333,13.91667
Zemaitkiemis,30399,L6,44100.0,Fell,1933,55.3,25.0
Zhaodong,30404,L4,42000.0,Fell,1984,45.81667,125.91667
Zhovtnevyi,30407,H6,107000.0,Fell,1938,47.58333,37.25
Zhuanghe,30408,H5,2900.0,Fell,1976,39.66667,122.98333
Zmenj,30411,Howardite,246.0,Fell,1858,51.83333,26.83333
Zomba,30412,L6,7500.0,Fell,1899,-15.18333,35.28333
Zsadany,30413,H5,552.0,Fell,1875,46.93333,21.5
Zvonkov,30415,H6,2568.0,Fell,1955,50.2,30.25
Abajo,4,H5,331.0,Found,1982,26.8,-105.41667
Abar al' Uj ,51399,H3.8,194.34,Found,2008,22.72192,48.95937
Abbott,5,H3-6,21100.0,Found,1951,36.3,-104.28333
Abernathy,7,L6,2914.0,Found,1941,33.85,-101.8
Abo,8,H,1.2,Found,1840,60.43333,22.3
Abu Moharek,9,H4,4500.0,Found,1997,27.23944,29.83583
Acfer ,11,L6,6700.0,Found,1989,27.5,3.61667
Achilles,369,H5,16000.0,Found,1924,39.77667,-100.81333
Ackerly,55379,L5,3046.0,Found,1995,32.59033,-101.77217
Acme,371,H5,75000.0,Found,1947,33.63333,-104.26667
Acomita,372,"Pallasite, PMG",3956.0,Found,1962,35.05,-107.56667
Acuña,373,"Iron, IIIAB",217700.0,Found,1981,29.31667,-100.96667
Adalia,374,Eucrite-mmict,1.0,Found,1883,36.9,30.68333
Adam Talha,44856,LL3.2,259.3,Found,2005,22.9935,-10.15367
Adams County,375,H5,5700.0,Found,1928,39.96667,-103.76667
ad-Dahbubah,376,H5,90000.0,Found,1961,19.83333,51.25
Adelie Land,378,L5,1000.0,Found,1912,-67.18333,142.38333
Admire,380,"Pallasite, PMG",180000.0,Found,1881,38.7,-96.1
Adrar ,381,H4/5,1917.0,Found,1990,28.05,0.16667
Adrar Bous,384,EL5,360.0,Found,2001,20.5,9.0
Adrar Chiriet,44703,L6,926.0,Found,2003,19.64008,9.35545
Adrar Madet,385,H5/6,1113.0,Found,1997,18.5,10.4
Adrar Madet ,386,LL3,2200.0,Found,2002,18.61042,10.4941
Adrar Yaouelt,387,H5,2730.0,Found,2002,17.67987,10.03503
Adrian,388,H4,22600.0,Found,1936,35.15,-102.71667
Adzhi-Bogdo (iron),389,"Iron, IAB complex",582000.0,Found,1952,44.86667,95.41667
Aggie Creek,393,"Iron, IIIAB",43000.0,Found,1942,64.88333,-163.16667
Agoudal,57354,"Iron, IIAB",100000.0,Found,2000,31.98457,-5.51528
Agoult,395,Eucrite,82.0,Found,2000,30.55,-4.9
Agua Blanca,397,"Iron, IIIAB",49000.0,Found,1938,-28.91667,-66.95
Aguas Calientes,399,H,260.1,Found,1971,-25.5,-68.4
Aguemour ,400,H5,896.0,Found,1990,26.96667,4.45
Ahumada,419,"Pallasite, PMG",52600.0,Found,1909,30.7,-105.5
Aiken,421,OC,956.0,Found,1936,34.2,-101.5
Ainsworth,422,"Iron, IIAB",80650.0,Found,1907,42.6,-99.8
Akhricha,428,H,1760.0,Found,1968,28.4625,1.025
Akmolla,429,H4,114.0,Found,1988,39.53833,59.55833
Akron (1940),430,H6,1050.0,Found,1940,40.15,-103.16667
Akron (1961),431,L6,4000.0,Found,1961,40.15,-103.16667
Al Alamayn,35484,H5,13.31,Found,2005,30.70952,28.9698
Al Haggounia ,44857,Aubrite,3000000.0,Found,2006,27.5,-12.5
Al Huqf ,434,L4,41.5,Found,2000,19.42,57.18833
Al Huwaysah ,55403,LL6,3150.5,Found,2009,22.80487,55.32742
Alaer ,49713,LL5,1.7,Found,2007,40.33333,81.25
Alamogordo,449,H5,13600.0,Found,1938,32.9,-105.93333
Alamosa,450,L6,1800.0,Found,1937,37.46667,-105.86667
Alatage,452,"Iron, IIIAB",37500.0,Found,1959,42.33333,93.0
Albin (pallasite),455,"Pallasite, PMG",37600.0,Found,1915,41.5,-104.1
Albin (stone),456,L,15400.0,Found,1949,41.41667,-104.1
Albion,457,"Iron, IVA",12280.0,Found,1966,46.83333,-117.25
Aldama (a),459,"Iron, IIIAB",11000.0,Found,1985,28.83333,-105.86667
Aldama (b),460,H5,66.5,Found,1996,25.05,-106.0
Alexander County,464,"Iron, IAB complex",192.0,Found,1875,35.75,-81.25
Algarrobo,467,"Iron, IAB-ung",1280.0,Found,1959,-27.08333,-70.58333
al-Ghanim (iron),468,"Iron, IIIAB",500.0,Found,1960,19.83333,54.08333
al-Ghanim (stone),469,L6,3755.0,Found,1960,19.7,53.96667
Algoma,470,"Iron, IAB-sHL",4100.0,Found,1887,44.65,-87.46667
Alikatnima,471,"Iron, ungrouped",20000.0,Found,1931,-23.33333,134.11667
Aliskerovo,472,"Iron, IIIE-an",58400.0,Found,1977,67.88333,167.5
al-Jimshan,473,H4,11450.0,Found,1955,20.7,52.83333
Alkali,474,H6,30.47,Found,1998,37.86667,-117.4
Alkali Flat,55662,L5,28.0,Found,2011,32.306,-108.9038
Alkhamasin,475,"Iron, IIAB",1200000.0,Found,1973,20.6,44.88333
Allan Hills ,44858,H5,128.1,Found,2006,-76.71695,158.76862
Bouri,47701,H4,9100.0,Found,1996,10.26667,40.56667
Allan Hills A,1308,L6,20151.0,Found,1976,-76.75,159.33333
Allen,2277,H4,1407.0,Found,1923,33.1,-96.7
Allred,2280,L4,6570.0,Found,1978,33.1,-102.95
Almelo Township,2281,L5,3180.0,Found,1949,39.6,-100.11667
Alnif,2282,H5,8000.0,Found,1992,30.66667,-5.16667
Alt Bela,2283,"Iron, IID",4000.0,Found,1898,49.76667,18.25
Altonah,2286,"Iron, IVA",21500.0,Found,1932,40.56667,-110.48333
Alvord,2287,"Iron, IVA",17500.0,Found,1976,43.32222,-96.28889
Amadror ,2289,H4-5,239.0,Found,1991,24.94778,6.94306
Amber,2291,L6,4532.0,Found,1934,35.16667,-97.88333
Ameca-Ameca,2292,Iron,1.2,Found,1889,20.58333,-104.06667
Amherst,2293,L6,8500.0,Found,1947,40.8,-99.2
Andryushki,2297,L6,26.6,Found,1898,49.65,29.63333
Angelica,2300,"Iron, IIIAB",14800.0,Found,1916,44.25,-88.25
Annaheim,2306,"Iron, IAB-sLL",13500.0,Found,1916,52.33333,-104.86667
Anoka,2307,"Iron, IAB-sLM",1108.0,Found,1961,45.2,-93.43333
Anoual,45975,Lunar,5.92,Found,2006,32.73458,-2.95797
Anson,2308,L6,3900.0,Found,1972,39.33333,-97.56167
Answer,2309,Iron,11090.0,Found,1970,-21.65972,140.90694
Antelope,57455,H4,754.0,Found,2012,40.90183,-118.54465
Anthony,2310,H5,20000.0,Found,1919,37.08333,-98.05
Anthony Gap,56391,L6,347.36,Found,2011,32.00584,-106.56028
Anton,2311,H4,41800.0,Found,1965,33.7825,-102.18111
Anyujskij,2312,"Iron, IIAB",100000.0,Found,1981,66.9,164.2
Aoufous,2314,Eucrite-mmict,195.0,Found,2000,31.66667,-4.06667
Apache Junction,54566,"Iron, IIIAB",25000.0,Found,0,33.45,-111.51667
Apex,2315,L6,6.1,Found,1938,39.75,-105.2
Apoala,2317,"Iron, IIIAB",85000.0,Found,1889,17.7,-97.0
Aprel'sky,2319,"Iron, IIIAB",54600.0,Found,1969,53.3,126.11667
Arapahoe,2323,L5,19083.0,Found,1940,38.8,-102.2
Ararki,45408,L5,4460.0,Found,2001,29.06,74.44
Araslanovo,2324,L/LL5,132000.0,Found,1973,55.14167,48.2
Arcadia,2326,LL6,19400.0,Found,1937,41.41667,-99.1
Arch,2327,CV3,985.8,Found,1972,34.15,-103.22
Arches,2328,L5,534.0,Found,2001,38.68867,-109.58517
Areshima,2330,LL3.7,114.3,Found,1999,18.21233,10.17767
Argonia,2331,"Pallasite, PMG-an",84.0,Found,1940,37.26667,-97.76667
Arispe,2332,"Iron, IC",683000.0,Found,1896,30.33333,-109.98333
Arivaca,47346,Eucrite-mmict,30.1,Found,1999,31.59391,-111.37023
Arlington,2333,"Iron, IIE-an",8940.0,Found,1894,44.6,-94.1
Arlit,30441,H5,20.1,Found,2002,18.673,7.34225
Arltunga,2334,"Iron, IID-an",18100.0,Found,1908,-23.33333,134.66667
Armanty,2335,"Iron, IIIE",28000000.0,Found,1898,47.0,88.0
Armel,2336,L5,9200.0,Found,1967,39.76667,-102.13333
Arrabury,2337,H6,5300.0,Found,1960,-26.5,141.08333
ar-Rakhbah,2338,Iron,462.0,Found,1955,20.6,52.5
Arriba,2339,L5,31100.0,Found,1936,39.3,-103.25
Artracoona,2341,L6,20810.0,Found,1914,-29.06667,139.91667
Asab,2343,H5,1530.0,Found,1999,-25.43333,17.91667
Asheville,2347,"Iron, IIIAB",800.0,Found,1839,35.58333,-82.53333
Ashfork,2348,"Iron, IAB-MG",27000.0,Found,1901,35.25,-112.5
Ashmore,2349,H5,55400.0,Found,1969,32.9,-102.28333
ash-Shalfah,2350,L4,935.0,Found,1961,21.875,49.71944
Ashuwairif ,51563,H4,14566.0,Found,2008,29.35944,14.25528
Assam,2351,L5,2700.0,Found,1846,26.0,92.0
Assamakka,53892,"Iron, IVA-an",4400.0,Found,2002,19.26667,5.91667
as-Sanam,2352,Stone-uncl,,Found,1954,22.75,51.16667
as-Su'aydan,2354,L5,5855.0,Found,1960,21.25417,55.305
Asuka ,2355,H6,46.42,Found,1986,-72.83333,24.5
Aswan,4882,"Iron, IAB-ung",12000.0,Found,1955,23.98611,32.62361
Atlanta,4886,EL6,5500.0,Found,1938,31.8,-92.75
Attica,4890,H4,5622.0,Found,1996,37.25,-98.13333
Atwood,4891,L6,2100.0,Found,1963,40.51667,-103.26667
Atwood (b),4892,OC,77.0,Found,1964,40.51667,-103.26667
Aubrey Hills,56393,H6,560.8,Found,2010,34.38063,-114.16705
Auburn,4894,"Iron, IIG",3630.0,Found,1867,32.63333,-85.5
Augusta County,4897,"Iron, IIIAB",76000.0,Found,1858,38.16667,-79.08333
Augustinovka,4898,"Iron, IIIAB",400000.0,Found,1890,48.06667,35.08333
Aurora,4901,H4,1000.0,Found,1938,36.33333,-105.05
Aus,4902,L,30.2,Found,0,-26.66667,16.25
Avoca (Western Australia),4909,"Iron, IIIAB",37850.0,Found,1966,-30.85,122.31667
Axtell,4911,CV3,6200.0,Found,1943,31.66,-96.97167
Aybut ,4912,H6,442.26,Found,2002,17.75793,53.99032
Baandee,4914,H6,256.3,Found,1967,-31.61667,118.03333
Babb's Mill (Blake's Iron),4915,"Iron, ungrouped",136000.0,Found,1876,36.3,-82.88333
Babb's Mill (Troost's Iron),4916,"Iron, ungrouped",6400.0,Found,1842,36.3,-82.88333
Bacqueville,4918,H6,395.0,Found,1999,49.32222,1.36556
Bacubirito,4919,"Iron, ungrouped",22000000.0,Found,1863,26.2,-107.83333
Bagdad,4920,"Iron, IIIAB",2200.0,Found,1959,34.613317,-113.398967
Bagnone,4921,"Iron, IIIAB",48000.0,Found,1904,44.31667,9.98333
Bakhardok,4923,L6,4120.0,Found,1978,38.6,58.0
Bald Eagle,4924,"Iron, IIIAB",3200.0,Found,1891,41.28333,-77.05
Balfour Downs,4927,"Iron, IAB-sLL",2400.0,Found,1962,-22.75,120.83333
Ballarat,4929,"Iron, IAB complex",15.0,Found,1867,-37.57083,143.82533
Ballinger,4930,"Iron, IAB-MG",1250.0,Found,1927,31.76667,-99.98333
Ballinoo,4931,"Iron, IIC",42200.0,Found,1892,-27.7,115.76667
Balsas,4932,"Iron, IIIAB",41000.0,Found,1974,-7.53133,-46.04117
Ban Cho Lae,48651,H5,3354.0,Found,1975,19.08833,99.01389
Baquedano,4939,"Iron, IIIAB",22000.0,Found,1932,-23.3,-69.88333
Barbacena,4940,"Iron, ungrouped",9026.0,Found,1918,-21.21667,-43.93333
Barbianello,4941,"Iron, ungrouped",860.0,Found,1960,45.05778,9.19556
Barcis,4945,"Pallasite, PMG",87.0,Found,1950,46.1,12.35
Barranca Blanca,4950,"Iron, IIE-an",12000.0,Found,1855,-28.08333,-69.33333
Barratta,4951,L4,200000.0,Found,1845,-35.3,144.56667
Barrilla,4952,H5,11100.0,Found,1994,30.78333,-103.46667
Bartlett,4953,"Iron, IIIAB",8590.0,Found,1938,30.83333,-97.5
Baruun Urt,44704,H5,25.9,Found,2002,46.7,113.28333
Barwise,4955,H5,10400.0,Found,1950,34.0,-101.5
Bates Nunataks ,4958,Eucrite-unbr,124.6,Found,2000,-80.25,153.5
Bates Nunataks A,4969,L6,160.7,Found,1978,-80.25,153.5
Batesland,4973,H5,2500.0,Found,1961,43.13333,-102.1
Batyushkovo,51586,L5,4620.0,Found,2007,55.54867,35.2995
Bayard,4978,L5,75000.0,Found,1982,41.81667,-103.36667
Baygorria,4980,"Iron, IAB complex",80000.0,Found,1994,-33.0,-56.0
Bealiba,4981,L6,652.0,Found,1950,-36.8,143.55
Bear Creek,4982,"Iron, IIIAB",227000.0,Found,1866,39.6,-105.3
Bear Lodge,4983,"Iron, IIIAB",48500.0,Found,1931,44.5,-104.2
Beaver,4985,L5,25628.0,Found,1940,36.8,-100.53333
Beaver-Harrison,4987,L6,925.0,Found,1979,38.48417,-113.13639
Bechar ,4988,L6,39000.0,Found,1998,30.83333,-3.33333
Beckett Nunatak ,4991,L6,5.8,Found,1992,-76.03333,160.18333
Beeler,4994,LL6,11620.0,Found,1924,38.53333,-100.21667
Beenham,4995,L5,44400.0,Found,1937,36.21667,-103.65
Beer Bottle Pass,4996,L5,8.9,Found,1999,35.66117,-115.33333
Belgica ,4998,L6,3.58,Found,1979,-72.58333,31.25
Bella Roca,5003,"Iron, IIIAB",33000.0,Found,1888,24.9,-105.4
Belle Plaine,5004,L6,78800.0,Found,1950,37.31667,-97.25
Bellsbank,5006,"Iron, IIG",38000.0,Found,1955,-28.08333,24.08333
Belly River,5007,H6,7900.0,Found,1943,49.5,-113.0
Belmont,5008,H6,25300.0,Found,1958,42.73333,-90.35
Ben Kesbes ,5010,H5,177.0,Found,1991,30.36194,5.30083
Benares (b),5012,Iron,,Found,0,25.33333,83.0
Bencubbin,5014,CBa,118000.0,Found,1930,-30.75,117.78333
Bendegó,5015,"Iron, IC",5360000.0,Found,1784,-10.11667,-39.2
Bendock,5016,Pallasite,27000.0,Found,1898,-37.15,148.91667
Benedict,5017,"Iron, IIIAB",16380.0,Found,1970,41.0,-97.53333
Benešov (a),54854,LL3.5,9.72,Found,2011,49.76667,14.63333
Benešov (b),54855,H5,1.54,Found,2011,49.76667,14.63333
Beni Semguine,5019,H5-an,18.0,Found,1998,30.16667,-5.66667
Benjamin,5020,H4/5,51800.0,Found,1969,33.58333,-99.8
Bennett County,5022,"Iron, IIAB",89000.0,Found,1934,43.5,-101.25
Benthullen,5025,L6,17000.0,Found,1951,53.05,8.1
Berdyansk,5027,L6,2250.0,Found,1843,46.75,36.81667
Bernic Lake,54851,"Iron, IAB-MG",9162.0,Found,2002,50.43845,-95.52937
Bethel (a),5030,OC,18.3,Found,1968,34.23333,-103.38333
Bethel (b),5031,H4,56.8,Found,1968,34.24667,-103.395
Bethune,5033,EH4/5,67.0,Found,1941,39.3,-102.41667
Beyneu,30444,H6,45.0,Found,2001,45.4633,55.23497
Biduna Blowhole ,52648,L4,103.4,Found,2009,-31.01667,131.31667
Big Horn Mountains,50765,H4,91.9,Found,2006,33.71333,-113.275
Big Rock Donga,5044,H6,19000.0,Found,1970,-30.55,130.96667
Bilibino,5046,"Iron, IIAB",1000000.0,Found,1981,67.3,160.8
Billings,5047,"Iron, IIIAB",24500.0,Found,1903,37.06667,-93.55
Billygoat Donga,5048,L6,893.0,Found,1962,-30.13333,126.36667
Binda,5049,Eucrite-cm,5400.0,Found,1912,-34.31667,149.38333
Bingera,5050,"Iron, IIAB",10841.0,Found,1880,-29.88333,150.56667
Binneringie,55546,H5,9056.0,Found,1946,-31.4875,122.12389
Binya,5052,"Iron, IIIF",11300.0,Found,1981,-34.225,146.38167
Bir Hadi,5053,H5,855.0,Found,1958,19.41667,51.03333
Bir Rebaa,5054,H6,7200.0,Found,1993,31.66667,8.41667
Bi'r Tazit,48983,CK6,46.0,Found,1998,25.57117,12.37117
Bir Zar ,48904,H6,627.0,Found,2008,31.481,9.84069
Bischtübe,5057,"Iron, IAB-sLL",48250.0,Found,1888,51.95,62.2
Bishop Canyon,5058,"Iron, IVA",8600.0,Found,1912,38.0,-108.5
Bison,5061,LL6,11000.0,Found,1958,38.30667,-99.71
Bitburg,5062,"Iron, IAB complex",1500000.0,Found,1805,49.96667,6.53333
Black Mountain,5066,"Iron, IAB-MG",800.0,Found,1839,35.58333,-82.35
Black Rock ,32765,L6,152.0,Found,2003,40.86717,-119.18352
